ticker,media_score,awards_score,expertise_score,face_score,communication_score,index_equal,index_critic,company_finance,age,industry_raw,ticker_raw,employees_2024,employees_2025,fixed_assets_2024,fixed_assets_2025,assets_2024,assets_2025,debt_2024,debt_2025,roa_2024,roa_2025,Цена акций на начало 2024,Цена акций на конец 2024,Дивиденды 2024,stock_return_2024,Цена акций на начало 2025,Цена акций на конец 2025,Дивиденды 2025,stock_return_2025,state_2024,state_2025,leverage_2024,leverage_2025,fixed_assets_ratio_2024,fixed_assets_ratio_2025,log_assets_2024,log_employees_2024,industry_group,media_score_10,awards_score_10,expertise_score_10,face_score_10,communication_score_10,index_equal_10,index_critic_10,roa_2025_w,stock_return_2025_w
RENI,62.79123078401961,52.8633946819448,33.59472259495489,45.32544960812873,100.0,58.91495953380961,63.22227305890611,ПАО Группа Ренессанс Страхование,28,"Страхование, кроме страхования жизни",RENI,3272.0,3095.0,1654892000.0,1535302000.0,266500000000.0,323200000000.0,256000000.0,44000000.0,0.041,0.034,94.0,110.5,10.0,0.28,108.38,95.72,10.0,-0.02,0,0,0.0009606,0.000136139,0.00620973,0.004750316,26.308640080552312,8.093156697722637,Прочие,6.279123078401961,5.2863394681944795,3.359472259495489,4.5325449608128725,10.0,5.891495953380961,6.322227305890611,0.034,-0.02
RNFT,55.05749692652793,0.0,37.7903176928299,48.079399910765346,100.0,48.18544290602464,51.632481525295304,"ПАО ""НК ""РуссНефть""",23,Добыча сырой нефти и нефтяного (попутного) газа,RNFT,6033.0,6082.0,156140000000.0,177903000000.0,352100000000.0,356600000000.0,88300000000.0,90400000000.0,0.154,0.067,137.7,119.85,0.0,-0.13,116.55,97.1,0.0,-0.17,0,0,0.250781028,0.253505328,0.44345356,0.498886708,26.58718106310742,8.704999678440762,Прочие,5.505749692652794,0.0,3.77903176928299,4.807939991076535,10.0,4.818544290602464,5.163248152529531,0.067,-0.17
ROSN,59.282513444148975,1.626216062121093,31.498499023184024,54.96896683677644,100.0,49.47523907324611,52.231043765602195,"ПАО ""НК ""РОСНЕФТЬ""",30,Производство прочих нефтепродуктов,ROSN,,,2391080000000.0,,14207000000000.0,15097500000000.0,11552400000000.0,,0.039,0.0101,604.0,606.05,51.15,0.09,596.1,409.0,13.83,-0.29,1,1,0.813150017,,0.16830368,,30.284755916818487,,Прочие,5.928251344414898,0.1626216062121093,3.1498499023184023,5.496896683677644,10.0,4.9475239073246104,5.22310437656022,0.0101,-0.29
RUAL,39.97203616003785,6.781199015185811,39.65544042080138,49.337453532097115,100.0,47.149225825624434,51.76128560304186,"МКПАО ""Объединенная компания ""РУСАЛ""",25,Деятельность холдинговых компаний,RUAL,58174.0,59228.0,610587000000.0,550012000000.0,2023000000000.0,1960000000000.0,49000000000.0,57300000000.0,0.032,-0.034,34.71,36.925,0.0,0.06,35.515,33.965,0.0,-0.04,0,0,0.024221453,0.029234694,0.30182234,0.28061833,28.335602674114156,10.971193798508354,Деятельность холдинговых компаний,3.997203616003785,0.678119901518581,3.9655440420801384,4.933745353209711,10.0,4.714922582562443,5.176128560304186,-0.034,-0.04
SELG,57.176731870310626,0.0,25.931504222464746,33.44207712765651,100.0,43.31006264408638,47.391600638397456,"ПАО ""СЕЛИГДАР""",19,Деятельность головных офисов,SELG,241.0,277.0,5137716000.0,4947451000.0,117541000000.0,183895000000.0,86772294000.0,151024000000.0,0.0006,0.0147,64.91,41.65,4.0,-0.3,41.67,42.62,0.0,0.02,0,0,0.738231929,0.821249888,0.0437101,0.026903662,25.49005304583677,5.484796933490655,Деятельность головных офисов,5.717673187031062,0.0,2.5931504222464747,3.344207712765651,10.0,4.331006264408638,4.739160063839746,0.0147,0.02
SGZH,62.48399055886942,36.07496648978785,29.28249468713676,43.89589798623837,100.0,54.34746994440648,58.33327995296327,"ПАО ГК ""Сегежа""",11,Деятельность головных офисов,SGZH,18900.0,18020.0,46649000000.0,28610000000.0,206600000000.0,141700000000.0,152400000000.0,70100000000.0,-0.108,-0.623,3.782,1.287,0.0,-0.66,1.274,1.189,0.0,-0.07,0,0,0.737657309,0.494707128,0.2257938,0.201905434,26.05405039363195,9.846917201047734,Деятельность головных офисов,6.248399055886942,3.6074966489787847,2.928249468713676,4.389589798623836,10.0,5.434746994440648,5.833327995296327,-0.623,-0.07
SMLT,70.96491361076582,4.405282890162067,33.31818751356377,44.81853058323326,100.0,50.70138291954499,53.29601995176252,"ПАО ""ГК ""Самолет""",13,Строительство жилых и нежилых зданий,SMLT,7631.0,6139.0,7937000000.0,12157000000.0,961100000000.0,1020000000000.0,641100000000.0,749100000000.0,0.006,-0.002,3912.0,1040.0,0.0,-0.73,1009.5,985.0,0.0,-0.02,0,0,0.667048174,0.734411765,0.00825825,0.011918627,27.59134429877565,8.939974177289633,Прочие,7.096491361076582,0.4405282890162067,3.3318187513563773,4.481853058323326,10.0,5.070138291954499,5.329601995176252,-0.002,-0.02
SOFL,59.871616916058414,4.009431185717002,31.798058747870535,52.970323012793074,100.0,49.72988597248781,52.618546373172336,"ПАО ""Софтлайн""",32,Деятельность консультативная и работы в области компьютерных технологий,SOFL,11263.0,10665.0,7282000000.0,6660000000.0,100900000000.0,117700000000.0,21400000000.0,27900000000.0,0.037,0.016,148.12,118.94,2.5,-0.18,118.82,79.0,0.18,-0.33,0,0,0.212091179,0.237043331,0.07217047,0.056584537,25.337395764305974,9.329278296047697,Прочие,5.987161691605841,0.4009431185717002,3.1798058747870535,5.297032301279307,10.0,4.972988597248781,5.261854637317233,0.016,-0.33
TATN,54.84614738327621,0.0,30.72755109579753,54.78704876329161,100.0,48.07214944847307,51.108587748000645,"ПАО ""ТАТНЕФТЬ"" ИМ. В.Д. ШАШИНА",24,Производство жидкого топлива,TATN,,,434810000000.0,480742000000.0,1493120000000.0,1407310000000.0,500987000000.0,423627000000.0,0.1705,0.1006,720.9,688.9,98.7,0.09,668.7,580.7,34.09,-0.08,1,1,0.335530817,0.30101795,0.29120951,0.341602385,28.031889006339423,,Прочие,5.484614738327621,0.0,3.072755109579753,5.478704876329161,10.0,4.807214944847307,5.1108587748000645,0.1006,-0.08
TRNFP,60.41516902429244,5.219297764026946,20.243596592457468,48.10636029929555,100.0,46.79688473601448,49.8964543833726,"ПАО ""Транснефть""",32,Транспортирование по трубопроводам нефти и нефтепродуктов,TRNFP,122700.0,,2663280000000.0,2702740000000.0,3691000000000.0,3702000000000.0,275900000000.0,207000000000.0,0.078,0.061,146000.0,1230.5,198.25,-0.99,1196.5,1378.0,204.17,0.32,1,1,0.07474939,0.055915721,0.72155974,0.730075905,28.93691853997641,11.717497630699002,Прочие,6.041516902429244,0.5219297764026946,2.024359659245747,4.810636029929555,10.0,4.679688473601448,4.98964543833726,0.061,0.32
TTLK,56.48078190982873,0.0,21.521653521822696,50.42160506777585,100.0,45.68480809988545,48.80966469358859,"ПАО ""ТАТТЕЛЕКОМ""",23,Деятельность по предоставлению услуг телефонной связи,TTLK,3441.0,3427.0,4068740000.0,4287581000.0,18793594000.0,20266583000.0,4154318000.0,4846883000.0,0.0868,0.0815,1.0085,0.725,0.0378,-0.24,0.755,0.6005,0.0573,-0.13,1,1,0.221049683,0.239156398,0.21649611,0.211559146,23.656781904034805,8.14351740579748,Прочие,5.648078190982873,0.0,2.1521653521822697,5.042160506777585,10.0,4.568480809988545,4.880966469358858,0.0815,-0.13
